	HIDRoot12	MorexRoot12	HIDRoot11	RumRhizo12	RumRoot11	MorexRoot11	RumRoot10	HIDRhizo12	MorexRhizo10	HIDRhizo11	RumRhizo10	HIDRoot10	Bulk10	MorexRhizo11	MorexRhizo12	HIDRhizo10	MorexRoot10	RumRhizo11	RumRoot12	Bulk11	Bulk12	MorexRhizo20	RumRhizo21	RumRoot22	MorexRhizo22	RumRhizo20	MorexRhizo23	HIDRhizo21	MorexRoot23	MorexRoot20	Bulk23	Bulk20	RumRoot20	HIDRoot20	Bulk22	MorexRoot22	HIDRhizo22	HIDRoot21	HIDRoot22	RumRhizo22	RumRoot21	HIDRhizo20
MorexRhizo12	0.0410580188125	0.060072669336	0.0445374056182	0.0307303900662	0.0521800102881	0.051470518593	0.053670748397	0.0405881597222	0.0405494268078	0.0279042917998	0.0539509726899	0.0414174241324	0.0514790728837	0.0353720389076	0.0	0.0448810335606	0.0553953689076	0.0416113816702	0.0935724938272	0.0523985016486	0.0588645348746	0.0388572107471	0.0456812232395	0.0718145941147	0.0274694237024	0.0480742739764	0.0523242653452	0.0648571581151	0.0484234078114	0.043745331781	0.0994804825629	0.0889855932257	0.0521542501737	0.0704098626605	0.105429502311	0.0592437909286	0.0701775600449	0.0483864006825	0.0557401930187	0.0681037057761	0.0601349720224	0.0432637635615
HIDRhizo10	0.0599997024048	0.0642572611962	0.07056178805	0.0474057826406	0.070250603847	0.0617122242188	0.068677746141	0.0403682141245	0.0653399300327	0.0376426640985	0.0772095586916	0.0478638987239	0.0634715180356	0.0589171470767	0.0448810335606	0.0	0.0778017485927	0.0576414705706	0.10791321781	0.068561222728	0.061650097266	0.0652676255438	0.0659624595384	0.0711205432471	0.0558510034063	0.0312024497338	0.0820575224149	0.0563632328207	0.0780281453345	0.0657778516644	0.0838561844844	0.0727186136258	0.0647619074968	0.0999106006698	0.0892818272865	0.0921735587035	0.0645614309157	0.0696433318658	0.0730280058275	0.0814234444069	0.0735640121549	0.0535393303327
MorexRoot10	0.0395849198826	0.063682021263	0.0375207716876	0.0557221485415	0.0399600299911	0.0514710177779	0.0299158350522	0.0737488489007	0.0401487093207	0.0575361303999	0.0517033807267	0.0540785270041	0.0672569499824	0.0375679694713	0.0553953689076	0.0778017485927	0.0	0.0445713348695	0.0797492361769	0.076007723941	0.0790281806382	0.0663156177847	0.0648018608552	0.0737187518665	0.0575011162284	0.0758926705759	0.0648327312373	0.0835690096704	0.0540459544093	0.0378917552411	0.131167366901	0.119283706283	0.0531254591617	0.0523515023126	0.137035261497	0.0454951828766	0.0872126347839	0.0322282991562	0.0391637580292	0.0697095530021	0.0533226165229	0.0696571795819
RumRhizo11	0.0448767403315	0.0610021691305	0.0429039066378	0.0434358364109	0.0370783783667	0.0513166295843	0.042992945247	0.0642272999156	0.0513733520126	0.0430665043334	0.0548506904403	0.0485067731261	0.0635177507876	0.0385256805625	0.0416113816702	0.0576414705706	0.0445713348695	0.0	0.0824868968692	0.0714857135994	0.0754597427596	0.0625242206757	0.0590156536719	0.0728848864754	0.0504313881215	0.0709624577208	0.0646174702358	0.0779119825632	0.0604124699183	0.0472059379485	0.123425879542	0.113147572319	0.0549054075483	0.0646471317313	0.131424003662	0.0602604774201	0.0785395000837	0.0433348926021	0.0464512780099	0.068025758178	0.050400007552	0.0642716749181
RumRoot12	0.084317989418	0.0720218558559	0.0954568768116	0.104721909982	0.0651863177083	0.07396586727	0.0818228803987	0.1194265625	0.0861037857143	0.100334083067	0.0898841818182	0.088082956328	0.104133404959	0.0867473246753	0.0935724938272	0.10791321781	0.0797492361769	0.0824868968692	0.0	0.116134741201	0.126729816348	0.115851467949	0.116329606742	0.0863977374429	0.103139852151	0.123789118644	0.117746415493	0.105671518304	0.109264595092	0.0971132775801	0.173499727494	0.165564884615	0.0796588160173	0.107475861446	0.181856725318	0.103657869565	0.0800189393939	0.0882102723577	0.0789675871404	0.0547089892086	0.0934520983213	0.121774707792
Bulk11	0.0702520703934	0.0882402260646	0.0716431677019	0.0497351152556	0.0815730876359	0.0741743081982	0.0809979445327	0.0598132421066	0.0503470331263	0.0615020135733	0.0686812523998	0.078590768592	0.0348015594682	0.0618324223602	0.0523985016486	0.068561222728	0.076007723941	0.0714857135994	0.116134741201	0.0	0.0452560339439	0.0559927163959	0.0730945721962	0.108299203182	0.0533198028952	0.0667782812928	0.0636805228472	0.0835983021578	0.0755237297565	0.0784853245949	0.0766838770005	0.0747175593247	0.0834651806889	0.0808917802889	0.0855260299448	0.0714339596273	0.0927447728214	0.0792868786547	0.0837647223886	0.0904306666965	0.0924539179588	0.0663144551101
Bulk12	0.072636282142	0.0821374522293	0.0720345915259	0.047553854525	0.0914000970342	0.0718965337061	0.0742741629811	0.0586186361023	0.0622642496209	0.0616231765735	0.0742856050955	0.0718271855308	0.0499772674633	0.0644639821325	0.0588645348746	0.061650097266	0.0790281806382	0.0754597427596	0.126729816348	0.0452560339439	0.0	0.0507750091867	0.0738680687755	0.102307819998	0.0578292492809	0.0593455234805	0.0640263777997	0.0812635904422	0.0756055617209	0.0738318312669	0.0690720686689	0.0678210888453	0.0865420725453	0.0836514411787	0.0754634163289	0.0758643166713	0.0950746512256	0.0781357284449	0.0859917304148	0.105750680475	0.0957571754571	0.0602546538175
MorexRhizo20	0.0572305876068	0.0797140913028	0.0523584071906	0.0351725584465	0.071120010016	0.0693490705128	0.065852073324	0.0551975988248	0.0532329349817	0.0465015997993	0.0626324096737	0.0585964159125	0.0628062330473	0.0536504541292	0.0388572107471	0.0652676255438	0.0663156177847	0.0625242206757	0.115851467949	0.0559927163959	0.0507750091867	0.0	0.0444620610055	0.0818486657007	0.0353171422663	0.0555608164928	0.0376142321235	0.0739521159404	0.0483339592182	0.050158705516	0.083088850131	0.0727808269231	0.0664624721112	0.0576763233704	0.0895473459471	0.0503623787625	0.0829888886946	0.058744221232	0.0677102705649	0.0832593748847	0.0693664764342	0.0430665646853
RumRhizo21	0.0654465010998	0.0851799245875	0.0396630890734	0.0444654166917	0.0669897015449	0.07632019396	0.0644138607264	0.0667041296036	0.0541742086677	0.0423899186919	0.0534715509023	0.0616562503755	0.0689892093045	0.0508564212754	0.0456812232395	0.0659624595384	0.0648018608552	0.0590156536719	0.116329606742	0.0730945721962	0.0738680687755	0.0444620610055	0.0	0.073026624596	0.0428455051649	0.0602149291564	0.0410134211637	0.0799590748198	0.0485534814228	0.0473641686993	0.102815222669	0.0947092826275	0.0668372114402	0.0524605475836	0.112153116907	0.0588289594529	0.0867707303371	0.0562578462592	0.0714247062682	0.079004019481	0.0518855205723	0.0465797229924
RumRoot22	0.0617863010075	0.0496556886338	0.0666791800675	0.0790938063146	0.0656852322346	0.0520477527428	0.0644259120284	0.0800177021499	0.0907720482714	0.069127508206	0.100724155666	0.0496604486851	0.107734445262	0.0710679265255	0.0718145941147	0.0711205432471	0.0737187518665	0.0728848864754	0.0863977374429	0.108299203182	0.102307819998	0.0818486657007	0.073026624596	0.0	0.0753558213654	0.074520072208	0.0914287397903	0.0613597406762	0.0648619955458	0.0571575169405	0.136981057894	0.124547003161	0.041706308486	0.0784564210266	0.139232462741	0.0776774836212	0.0569785574927	0.0510362943535	0.0567160910229	0.0561022287376	0.0425989400808	0.0744542249303
MorexRhizo22	0.0465044476446	0.0658604624382	0.0445735840346	0.0262446707349	0.061813765121	0.0560361989126	0.0568084718948	0.0521801982527	0.0387821632104	0.0382412541224	0.0515050808895	0.0474361473607	0.054279322514	0.0444010729996	0.0274694237024	0.0558510034063	0.0575011162284	0.0504313881215	0.103139852151	0.0533198028952	0.0578292492809	0.0353171422663	0.0428455051649	0.0753558213654	0.0	0.0490365020503	0.0416807748372	0.0671668867705	0.0388690339897	0.0403814006716	0.0937445246645	0.0826341813482	0.0527387918936	0.0590261712981	0.100043903959	0.0493081784712	0.0694386996579	0.0483690780881	0.0564102224906	0.0719718092945	0.060028144291	0.0375172145999
RumRhizo20	0.0639573057125	0.0739989436555	0.0652579771555	0.0449324721291	0.0795959287606	0.0682894846231	0.0730403151078	0.031735668903	0.066826291364	0.0434870790058	0.0790137092964	0.0509979144385	0.0703386342625	0.0603546031257	0.0480742739764	0.0312024497338	0.0758926705759	0.0709624577208	0.123789118644	0.0667782812928	0.0593455234805	0.0555608164928	0.0602149291564	0.074520072208	0.0490365020503	0.0	0.0742489679319	0.0554252932301	0.0646750186129	0.0601164670969	0.0788115317333	0.0642553302912	0.0651960270746	0.0893564574229	0.0834179227596	0.0803249211496	0.070980213662	0.06578586358	0.0753099184376	0.0889753556883	0.0740184397025	0.0421389735124
MorexRhizo23	0.0640115820851	0.0879983288923	0.0477564002858	0.0480480930682	0.069101640625	0.0722780683194	0.0681542841545	0.0764137632042	0.0551486552649	0.0590290503832	0.0543294562527	0.0688875006904	0.0674203744228	0.0559517797695	0.0523242653452	0.0820575224149	0.0648327312373	0.0646174702358	0.117746415493	0.0636805228472	0.0640263777997	0.0376142321235	0.0410134211637	0.0914287397903	0.0416807748372	0.0742489679319	0.0	0.090107287579	0.0519856945765	0.054162495113	0.104981772557	0.0938809429397	0.0726750335345	0.0442593919339	0.111207161758	0.0467075081649	0.0946138728126	0.0611974066186	0.0754224463192	0.0886455520654	0.0639183132367	0.0563731729773
HIDRhizo21	0.0633868636266	0.0570428474717	0.0821639172321	0.075702455411	0.0763534871749	0.0497799160411	0.070501683406	0.0478660711705	0.0838925893201	0.0711208251307	0.104537256963	0.0510325510803	0.0940889643147	0.0744832707755	0.0648571581151	0.0563632328207	0.0835690096704	0.0779119825632	0.105671518304	0.0835983021578	0.0812635904422	0.0739521159404	0.0799590748198	0.0613597406762	0.0671668867705	0.0554252932301	0.090107287579	0.0	0.0750215536012	0.0675861033057	0.0986900753133	0.0890494665777	0.0546704823211	0.100002830281	0.0939714138966	0.0899708243277	0.0441146211245	0.0695007297335	0.0659560907837	0.0732396082671	0.0689639339627	0.055853489728
MorexRoot23	0.0468238189373	0.0660607787542	0.0367364248244	0.0469147874085	0.0609396975652	0.0573116192433	0.0571005244278	0.0646195354039	0.0568253447268	0.0591681399087	0.0685462766313	0.0537616990912	0.0799751214318	0.0535985762091	0.0484234078114	0.0780281453345	0.0540459544093	0.0604124699183	0.109264595092	0.0755237297565	0.0756055617209	0.0483339592182	0.0485534814228	0.0648619955458	0.0388690339897	0.0646750186129	0.0519856945765	0.0750215536012	0.0	0.0349118710565	0.119536109668	0.107772876671	0.0440781670783	0.0468222152413	0.123498149254	0.0304061809816	0.0800129931214	0.0379655570851	0.0426523141603	0.0834466217946	0.0434431588472	0.0532440203968
MorexRoot20	0.040125641605	0.0596109884261	0.0357175460313	0.0454382730698	0.0527485453737	0.0500209038502	0.0360820536527	0.0620748330615	0.0583468264701	0.046249197867	0.0650203330098	0.0403840969037	0.077246678333	0.0418183731571	0.043745331781	0.0657778516644	0.0378917552411	0.0472059379485	0.0971132775801	0.0784853245949	0.0738318312669	0.050158705516	0.0473641686993	0.0571575169405	0.0403814006716	0.0601164670969	0.054162495113	0.0675861033057	0.0349118710565	0.0	0.121099232278	0.105317697874	0.0437685222073	0.0503728572654	0.123972277267	0.0489543083707	0.0730307106654	0.0215611714261	0.0433979491302	0.0695138252387	0.0398836355257	0.0504590730385
Bulk23	0.121543496891	0.13264115506	0.119345468105	0.090732186268	0.139562409329	0.12306736285	0.127126184616	0.0848807382908	0.108693617657	0.0936134163149	0.118916456757	0.116526807252	0.0882218751885	0.114875991563	0.0994804825629	0.0838561844844	0.131167366901	0.123425879542	0.173499727494	0.0766838770005	0.0690720686689	0.083088850131	0.102815222669	0.136981057894	0.0937445246645	0.0788115317333	0.104981772557	0.0986900753133	0.119536109668	0.121099232278	0.0	0.039980125772	0.128651288274	0.130706239117	0.0384670119014	0.121812269914	0.118416211679	0.128706237671	0.135562368928	0.143356449877	0.1367454117	0.0833926367428
Bulk20	0.107975827025	0.120670051975	0.108540510591	0.0793177043741	0.127834930288	0.113548586727	0.11588770943	0.0684694193376	0.0998835970696	0.0846198118293	0.107276081585	0.102097859729	0.0885488923501	0.104790746254	0.0889855932257	0.0727186136258	0.119283706283	0.113147572319	0.165564884615	0.0747175593247	0.0678210888453	0.0727808269231	0.0947092826275	0.124547003161	0.0826341813482	0.0642553302912	0.0938809429397	0.0890494665777	0.107772876671	0.105317697874	0.039980125772	0.0	0.116391044289	0.116667213778	0.0339775965862	0.111636014493	0.109658160839	0.11372911132	0.12290804933	0.134865148681	0.123211861834	0.0692537625708
